rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Number of Beds,Total Bed Days Available,Total Days Title XVIII,Total Days Total,Total Discharges Title XVIII,Total Discharges Total,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Net Income,DRG Amounts Other Than Outlier Payments,Total IME Payment,Allowable DSH Percentage,Cost To Charge Ratio
703853,748710,BRIGHT PLC MEDICAL CENTER,25572 LINDA VALLEYS SUITE 254,EAST RUSSELLBURGH,MI,80293,SOUTH MONICASIDE COUNTY,27256,U,06/01/2022,05/28/2023,Proprietary - Individual,302,110230,48383,99390,6625,13610,1151798079.82,956061699.69,2107859779.51,767228655.71,1340631123.8,1128217223.74,212413900.06,212413900.06,101327478.62,13045545.02,0.3325,0.2573
703854,645663,TRUJILLO LTD MEDICAL CENTER,418 GOMEZ MANORS,WEST AMY,AL,86504,NORTH DAVID COUNTY,41988,U,04/01/2022,03/28/2023,Government - State,238,86870,21298,48437,3919,8913,372451720.11,303125891.98,675577612.09,328596999.93,346980612.16,303854114.18,43126497.98,43126497.98,31485167.32,1634618.25,0.1455,0.6162
703855,853909,COHEN LLC MEDICAL CENTER,5263 CHARLES CAPE,WEST RICKY,MI,92593,NEW SANDRAVIEW COUNTY,22418,R,03/01/2022,02/28/2023,Government - State,312,113880,44051,86568,8064,15847,644135260.43,337267849.33,981403109.76,384487688.45,596915421.31,555808547.48,41106873.83,41106873.83,111427767.59,7564468.86,0.2063,0.7142
703856,531567,LEVY-HALL MEDICAL CENTER,047 WILLIAM BROOKS SUITE 671,LAKE JESSICA,FL,36268,RICHARDBURGH COUNTY,25644,R,05/01/2022,04/28/2023,Voluntary Non-profit - Church,352,128480,44849,72193,7317,11779,998357340.21,961481930.96,1959839271.17,986825307.64,973013963.5300001,807791775.79,165222187.74,165222187.74,109707017.85,4795498.29,0.1061,0.2841
703857,119284,BISHOP AND SONS MEDICAL CENTER,67639 STEELE TURNPIKE APT. 014,SHANNONHAVEN,MN,44313,HALLBURGH COUNTY,40750,U,01/01/2022,12/28/2023,Voluntary Non-profit - Church,654,238710,73183,127540,10392,18112,974430722.68,667614224.92,1642044947.6,623631773.79,1018413173.81,980087021.35,38326152.46,38326152.46,167752432.8,7320447.02,0.3972,0.2848
703858,724837,"PETERSEN, SANDERS AND BENJAMIN MEDICAL CENTER",594 JENNIFER STATION SUITE 012,PORT DUANELAND,GA,47580,TAYLORVILLE COUNTY,28330,R,02/01/2022,01/28/2023,Government - State,651,237615,66478,177834,9521,25471,2090996397.91,2137557697.12,4228554095.0299997,2200773120.15,2027780974.8799996,1706606742.37,321174232.51,321174232.51,98213342.69,6653470.6,0.4344,0.5094
703859,114087,"DAVIS, JACKSON AND WALLS MEDICAL CENTER",09787 MAHONEY EXTENSION,SOUTH DEBBIE,PA,77034,PORT KARENSHIRE COUNTY,16191,U,03/01/2022,02/28/2023,Voluntary Non-profit - Other,418,152570,53885,100438,8794,16393,968914115.88,955944335.33,1924858451.21,929951659.32,994906791.89,816272318.98,178634472.91,178634472.91,129783679.49,7119968.96,0.4257,0.6271
703860,639452,BUTLER PLC MEDICAL CENTER,254 DANIEL FORDS SUITE 787,NEW JAMES,OH,79412,FERGUSONVIEW COUNTY,30315,U,04/01/2022,03/28/2023,Voluntary Non-profit - Other,762,278130,96836,234895,15719,38131,2410691113.69,1588327892.79,3999019006.48,2121109785.18,1877909221.3,1690418757.13,187490464.17,187490464.17,119669246.57,17511352.12,0.3796,0.6614
703861,842616,"RICHARDSON, MONROE AND ROACH MEDICAL CENTER",8677 CARR WAYS,JOSHUABERG,TN,65166,EAST JOEL COUNTY,44279,U,02/01/2022,01/28/2023,Government - Local,173,63145,30008,49383,4303,7082,507133268.55,551383572.77,1058516841.3199999,321909969.56,736606871.76,648146671.03,88460200.73,88460200.73,62724156.09,0,0.2176,0.5981
703862,805003,HAMILTON-COLLINS MEDICAL CENTER,87096 SANTOS ISLAND,NORTH KATELYNFURT,MO,96444,GEORGESIDE COUNTY,15839,U,02/01/2022,01/28/2023,Proprietary - Individual,742,270830,132143,206962,20895,32726,1314218528.23,740371527.79,2054590056.02,705133059.83,1349456996.19,1227460040.19,121996956.0,121996956.0,244360157.3,14709369.75,0.4067,0.49
703863,323661,CONNER-HOPKINS MEDICAL CENTER,2059 HALEY COURSE APT. 984,JAMESBURGH,TN,41355,NORTH MICHAELLAND COUNTY,21871,R,05/01/2022,04/28/2023,Government - State,579,211335,59330,114242,11649,22432,1107281636.14,621504051.64,1728785687.7800002,717881195.3,1010904492.4800003,855530139.78,155374352.7,155374352.7,165925980.88,18676365.45,0.3453,0.414
703864,182134,"WARREN, FLORES AND RAMOS MEDICAL CENTER",086 CHRISTINE CENTER APT. 713,EAST KENNETH,PA,83273,BOWENBERG COUNTY,24928,U,06/01/2022,05/28/2023,Voluntary Non-profit - Church,190,69350,21299,45982,3765,8130,407836931.06,360707017.91,768543948.97,317693094.63,450850854.34000003,391856048.6,58994805.74,58994805.74,20461377.13,0,0.0933,0.2233
703865,593021,"MCINTOSH, MACK AND GRAVES MEDICAL CENTER",489 SPARKS LODGE,SOUTH RYAN,MN,73443,NORTH LEAHLAND COUNTY,22665,R,03/01/2022,02/28/2023,Proprietary - Individual,590,215350,93781,164818,14116,24810,652263475.65,677372828.39,1329636304.04,666533913.79,663102390.25,603919532.57,59182857.68,59182857.68,108866658.93,10322976.17,0.1586,0.6253
703866,831081,"SALAZAR, ROBERTSON AND DEAN MEDICAL CENTER",62322 SULLIVAN RAPID APT. 721,DAWNBERG,NC,18372,PORT JEROMEPORT COUNTY,29411,U,06/01/2022,05/28/2023,Voluntary Non-profit - Church,226,82490,29419,60993,4271,8855,473057221.7,354028354.65,827085576.3499999,387969679.0,439115897.3499999,388161142.28,50954755.07,50954755.07,70152647.75,10412350.62,0.1678,0.2577
703867,996799,BARNES GROUP MEDICAL CENTER,301 MARSHALL CLIFFS SUITE 699,MATTHEWMOUTH,FL,53760,PORT CODYBERG COUNTY,37090,R,05/01/2022,04/28/2023,Proprietary - Corporation,338,123370,51868,97130,7114,13323,1037349657.59,824846294.53,1862195952.12,572477427.66,1289718524.46,1131989086.06,157729438.4,157729438.4,53135337.95,2872166.66,0.1716,0.3727
703868,358399,MCBRIDE LLC MEDICAL CENTER,63005 KIM PRAIRIE APT. 042,SHANNONSTAD,OH,50936,NORTH CRAIG COUNTY,21125,U,05/01/2022,04/28/2023,Voluntary Non-profit - Church,486,177390,71362,138322,9592,18593,575209269.59,523833614.4,1099042883.99,568455742.68,530587141.31000006,460261911.9,70325229.41,70325229.41,84345520.82,5152324.94,0.2228,0.336
703869,246017,CARLSON-SMITH MEDICAL CENTER,2356 ANDREW STATION APT. 290,NORTH SHARONHAVEN,CA,54539,SOUTH MATTHEW COUNTY,20723,U,02/01/2022,01/28/2023,Proprietary - Corporation,428,156220,58732,128532,7962,17425,399554405.9,181979786.25,581534192.15,312129417.02,269404775.13,232011537.48,37393237.65,37393237.65,142299433.09,19409072.91,0.1856,0.2526
703870,253856,RICH-MURPHY MEDICAL CENTER,82308 JESSICA ISLE SUITE 904,RODRIGUEZBURGH,VA,86622,PORT JASON COUNTY,19507,R,04/01/2022,03/28/2023,Voluntary Non-profit - Church,633,231045,88529,167188,14945,28225,985700914.3,1053523657.74,2039224572.04,681546751.78,1357677820.26,1079216743.72,278461076.54,278461076.54,203882988.57,7854090.03,0.3223,0.2648
703871,948339,FLORES-DUNCAN MEDICAL CENTER,6526 BERRY MILL APT. 236,SOUTH JOSETOWN,MN,83779,PORT KERRIBURY COUNTY,28442,U,02/01/2022,01/28/2023,Government - State,244,89060,43833,69550,6403,10160,550017152.58,287061272.24,837078424.82,419558616.42,417519808.40000004,363834580.68,53685227.72,53685227.72,60915619.77,1695429.43,0.1857,0.4219
703872,763650,ZHANG LTD MEDICAL CENTER,9048 ENGLISH HARBORS,SOUTH JUANBURGH,MO,94507,JOHNSONMOUTH COUNTY,23050,R,05/01/2022,04/28/2023,Government - Local,370,135050,52214,83654,12315,19731,898412683.96,892324463.08,1790737147.04,925000281.17,865736865.87,791663246.57,74073619.3,74073619.3,108088935.41,2901234.71,0.2786,0.2558
703873,915696,TRAN-HAYES MEDICAL CENTER,4850 SHEILA ROUTE,ADRIANBERG,CA,76753,HAYESHAVEN COUNTY,33009,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,382,139430,46023,83717,7787,14166,1202355031.51,1226847776.67,2429202808.1800003,859845896.55,1569356911.6300004,1248306411.04,321050500.59,321050500.59,127440103.53,15040717.76,0.2,0.4965
703874,351150,VASQUEZ-REED MEDICAL CENTER,93349 KATHERINE PLAINS SUITE 926,SOUTH MIRANDA,AZ,80618,FINLEYCHESTER COUNTY,13471,R,05/01/2022,04/28/2023,Government - State,493,179945,50509,130156,11243,28974,664184267.68,614156277.14,1278340544.82,631455577.96,646884966.8599999,596913849.6,49971117.26,49971117.26,62926336.12,7792916.18,0.2452,0.5388
703875,678233,"JOHNSON, WILLIAMS AND PETTY MEDICAL CENTER",0594 GAIL KEYS,HAMMONDLAND,VA,63329,WILLIAMMOUTH COUNTY,18420,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,761,277765,147501,239741,29815,48460,3300481206.97,1530399176.3,4830880383.2699995,2600262622.57,2230617760.6999993,2050854850.87,179762909.83,179762909.83,144886956.37,7090660.21,0.3356,0.5953
703876,159637,WERNER-CARTER MEDICAL CENTER,71172 ROSE POINT,BURKEFORT,IL,10472,NORTH TIMOTHY COUNTY,16486,U,03/01/2022,02/28/2023,Proprietary - Individual,218,79570,40500,66631,9442,15535,511524608.63,441006931.45,952531540.0799999,435164816.6,517366723.4799999,475195779.97,42170943.51,42170943.51,46962863.83,5514193.41,0.4018,0.3118
703877,204168,MCGUIRE-BRIDGES MEDICAL CENTER,199 ALEXANDRA JUNCTION,JACKSONTOWN,FL,10918,PORT AUSTINMOUTH COUNTY,24967,R,04/01/2022,03/28/2023,Voluntary Non-profit - Church,131,47815,21037,32962,4395,6887,627466456.44,455757507.78,1083223964.22,360709498.15,722514466.07,648672572.41,73841893.66,73841893.66,35640768.07,0,0.3439,0.4605
703878,765428,"BUTLER, FITZGERALD AND RIVERA MEDICAL CENTER",725 SANTIAGO PRAIRIE,WEST DAVIDBURY,GA,14150,PORT NICHOLEFURT COUNTY,43685,U,01/01/2022,12/28/2023,Government - State,639,233235,76346,130287,14031,23945,1429479139.9,1031196154.8,2460675294.7,769463795.37,1691211499.33,1350946898.74,340264600.59,340264600.59,174452195.96,22641086.96,0.3153,0.6113
703879,568888,"BAKER, BURTON AND CARTER MEDICAL CENTER",19419 PATTY CAPE SUITE 778,WEST TONY,NC,05805,NEW DAVID COUNTY,23953,U,02/01/2022,01/28/2023,Proprietary - Corporation,536,195640,81112,165739,18245,37281,3171364721.99,3449883327.89,6621248049.879999,3112750214.73,3508497835.149999,2816331009.98,692166825.17,692166825.17,218853507.74,17266618.27,0.2091,0.506
703880,658661,ANDERSON-VILLARREAL MEDICAL CENTER,5415 RIGGS PORTS APT. 543,GLORIAVIEW,NJ,31585,LAKE MARISA COUNTY,31453,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,179,65335,24948,48085,3840,7402,647148901.43,773666570.8,1420815472.23,450849468.95,969966003.28,735504091.63,234461911.65,234461911.65,65262619.03,0,0.1442,0.5225
703881,616314,CONTRERAS-BURNETT MEDICAL CENTER,9137 THOMPSON MALL,SOUTH ROBIN,GA,80554,NORTH DAVIDBOROUGH COUNTY,40965,R,02/01/2022,01/28/2023,Government - Local,514,187610,56823,114364,9217,18551,1442461565.5,1096642222.32,2539103787.8199997,1196350297.53,1342753490.2899997,1178331567.23,164421923.06,164421923.06,88568810.6,7764878.26,0.2965,0.4592
703882,423408,BLACKWELL INC MEDICAL CENTER,67970 WILLIAMS PORTS SUITE 037,SOUTH RODNEY,PA,83959,NEW NATHAN COUNTY,48898,R,01/01/2022,12/28/2023,Government - State,439,160235,59359,115884,10314,20137,716184845.7,392536433.7,1108721279.4,464584856.28,644136423.1200001,561590763.0,82545660.12,82545660.12,151381034.5,21913289.8,0.1259,0.5114
703883,798407,"FIELDS, HARRIS AND FOX MEDICAL CENTER",19465 MICHAEL MANOR,PEREZLAND,CO,89614,EAST MATTHEW COUNTY,21465,U,05/01/2022,04/28/2023,Proprietary - Corporation,106,38690,13698,28754,2021,4244,357333010.01,286349270.93,643682280.94,308119578.55,335562702.39000005,269836807.81,65725894.58,65725894.58,21805995.96,0,0.2214,0.4481
703884,771227,SMITH GROUP MEDICAL CENTER,1897 BRENDA SQUARES SUITE 950,MELISSAMOUTH,NY,94142,GOULDTON COUNTY,16557,R,02/01/2022,01/28/2023,Voluntary Non-profit - Church,700,255500,77560,149571,16492,31804,2458526993.6,1993263486.34,4451790479.94,1777486439.58,2674304040.3599997,2445320587.87,228983452.49,228983452.49,72664828.17,2156577.97,0.3467,0.6974
703885,491765,ALI AND SONS MEDICAL CENTER,6285 MICHAEL VIADUCT SUITE 585,WEST JAMES,TX,75341,MILLSCHESTER COUNTY,23174,R,04/01/2022,03/28/2023,Government - State,163,59495,27913,51726,5413,10031,758695020.25,424395122.19,1183090142.44,405116632.09,777973510.3500001,702476228.09,75497282.26,75497282.26,55663343.36,0,0.3309,0.2659
703886,364594,PHILLIPS-SANTIAGO MEDICAL CENTER,3210 MARSH CLUB,NEW JEFFREY,CA,63337,NICHOLASSIDE COUNTY,33990,U,04/01/2022,03/28/2023,Voluntary Non-profit - Other,263,95995,22926,55590,3694,8958,626068036.31,675728756.9,1301796793.21,404274398.78,897522394.4300001,838544140.17,58978254.26,58978254.26,63253559.79,7432437.02,0.0866,0.7077
703887,223676,GREENE-LITTLE MEDICAL CENTER,5061 MILLER ROADS,ROBERTBERG,IN,59221,JUSTINMOUTH COUNTY,28977,R,06/01/2022,05/28/2023,Voluntary Non-profit - Other,647,236155,106698,178340,22907,38288,814894900.71,966355718.1,1781250618.81,618742618.62,1162508000.19,1054282624.75,108225375.44,108225375.44,126335946.39,11441050.56,0.28,0.3797
703888,545583,"ANDERSON, JIMENEZ AND NICHOLS MEDICAL CENTER",18385 SALINAS GREENS APT. 902,AMANDASHIRE,NC,86456,SARAHTON COUNTY,30825,R,04/01/2022,03/28/2023,Voluntary Non-profit - Church,372,135780,37297,71407,5721,10954,445132441.0,427307008.43,872439449.4300001,325828519.58,546610929.8500001,504309953.86,42300975.99,42300975.99,75460484.79,1576894.82,0.4108,0.5241
703889,927940,"MURPHY, WEBER AND OROZCO MEDICAL CENTER",97857 CHRISTINE CLIFF,VERONICAFORT,OH,27044,JENKINSHAVEN COUNTY,17730,U,01/01/2022,12/28/2023,Voluntary Non-profit - Other,339,123735,37379,76201,6463,13176,662241373.3,601755819.88,1263997193.1799998,428103677.62,835893515.5599998,677197216.83,158696298.73,158696298.73,60575342.07,3399367.35,0.1462,0.245
703890,851717,LUNA-WATSON MEDICAL CENTER,2335 HOLLY LAND,CARTERSTAD,NY,40989,MICHELEBERG COUNTY,38924,U,03/01/2022,02/28/2023,Voluntary Non-profit - Other,761,277765,84146,145419,14599,25230,1271883118.47,864888292.81,2136771411.28,1146547381.3,990224029.98,882167020.05,108057009.93,108057009.93,115775004.55,3932000.9,0.3725,0.4415
703891,729345,"CRUZ, BOWERS AND ODONNELL MEDICAL CENTER",617 GARCIA FORK,SOUTH LEAH,VA,32837,SOUTH NATHANIELTOWN COUNTY,30076,R,04/01/2022,03/28/2023,Proprietary - Individual,582,212430,58668,118710,7918,16022,1098707035.43,691866029.75,1790573065.18,561447998.32,1229125066.8600001,1071425464.73,157699602.13,157699602.13,105024956.01,11407440.28,0.3184,0.2435
703892,207273,LOPEZ PLC MEDICAL CENTER,4560 HENDERSON SUMMIT APT. 266,NORTH PAMELALAND,TN,73592,MCINTYREBOROUGH COUNTY,19676,U,02/01/2022,01/28/2023,Government - State,115,41975,15763,28911,2625,4815,293978074.9,135620669.61,429598744.51,190230833.27,239367911.23999998,217205517.89,22162393.35,22162393.35,43503941.97,0,0.1864,0.4394
703893,627727,MCPHERSON-ELLIOTT MEDICAL CENTER,1438 DOMINIC TUNNEL APT. 834,PORT AUTUMN,NJ,41580,LAWSONSTAD COUNTY,36603,U,02/01/2022,01/28/2023,Government - Local,787,287255,99978,191911,16212,31121,1445964084.78,675555749.27,2121519834.05,1052886845.64,1068632988.41,878558885.86,190074102.55,190074102.55,257609136.79,10166812.72,0.2315,0.6968
703894,839643,"COLLINS, MURPHY AND VILLA MEDICAL CENTER",9905 JEREMY COMMON APT. 579,BRETTMOUTH,GA,08170,CALDWELLBOROUGH COUNTY,19941,U,02/01/2022,01/28/2023,Proprietary - Individual,595,217175,85132,192610,18781,42493,1706887635.07,1183210062.71,2890097697.7799997,1064064895.69,1826032802.0899997,1750240198.08,75792604.01,75792604.01,132141172.33,16032567.34,0.1972,0.4177
703895,454703,"JONES, LIVINGSTON AND CONNER MEDICAL CENTER",634 ROBIN PASSAGE APT. 784,LAKE SHERRYLAND,TX,69635,NORTH ERICSTAD COUNTY,41270,R,03/01/2022,02/28/2023,Proprietary - Corporation,394,143810,48880,110600,6815,15422,1115197699.0,762689068.87,1877886767.87,752528938.06,1125357829.81,974550126.87,150807702.94,150807702.94,104028690.41,6064622.33,0.3436,0.4924
703896,256992,WARD LTD MEDICAL CENTER,9862 HEATHER PLAZA,LEONARDSHIRE,TN,40990,LAKE ANDREAPORT COUNTY,38672,U,04/01/2022,03/28/2023,Government - Local,542,197830,98361,171666,13524,23603,2211842173.02,1645024150.14,3856866323.16,1685428376.38,2171437946.7799997,1926174477.22,245263469.56,245263469.56,139074968.93,13299511.73,0.2216,0.5584
703897,729996,BROWN-HERNANDEZ MEDICAL CENTER,00195 THOMAS VILLAGES APT. 182,EAST WILLIAMFURT,FL,77692,WEST PATRICKLAND COUNTY,13485,U,04/01/2022,03/28/2023,Voluntary Non-profit - Other,599,218635,87474,198488,20356,46190,3523307295.5,3430723696.21,6954030991.71,2671348681.66,4282682310.05,4171835446.36,110846863.69,110846863.69,148665244.19,16779198.06,0.3639,0.5639
703898,501513,GREEN PLC MEDICAL CENTER,752 JAMES BURG,EAST ZACHARY,NJ,73225,NEW BRITTANY COUNTY,15091,U,03/01/2022,02/28/2023,Voluntary Non-profit - Other,491,179215,45710,119902,8008,21007,476372038.78,433367853.3,909739892.0799999,310775689.71,598964202.3699999,559403069.42,39561132.95,39561132.95,55123755.66,1259548.52,0.0864,0.3324
703899,941323,GORDON-WELLS MEDICAL CENTER,268 KRISTEN MISSION SUITE 292,NEW DONALDSTAD,MI,31555,WASHINGTONFURT COUNTY,30890,U,06/01/2022,05/28/2023,Voluntary Non-profit - Church,340,124100,38037,64537,6098,10347,367884626.32,184794997.39,552679623.71,183765659.53,368913964.18000007,311743696.79,57170267.39,57170267.39,59679613.06,8112339.66,0.2169,0.4832
703900,782882,"JORDAN, VALDEZ AND HALL MEDICAL CENTER",6484 NOLAN SPUR,RONNIEMOUTH,IL,36095,NEW LAURENBURY COUNTY,39319,R,06/01/2022,05/28/2023,Government - State,84,30660,7975,16290,1288,2632,185528722.84,116544457.68,302073180.52,105765925.72,196307254.79999998,178952230.16,17355024.64,17355024.64,9788145.65,0,0.2064,0.4294
703901,579524,BENITEZ GROUP MEDICAL CENTER,688 GARCIA CENTERS,SANDRAVIEW,AL,86727,WILLIAMSVILLE COUNTY,28497,U,01/01/2022,12/28/2023,Government - State,144,52560,26145,44201,3563,6025,110358337.79,47864045.73,158222383.52,81602153.86,76620229.66000001,64405658.55,12214571.11,12214571.11,61624121.62,0,0.0675,0.4539
703902,659427,LEE-DAVENPORT MEDICAL CENTER,6158 JOSHUA WALKS,NEW SHERRY,MO,07486,SHELBYFORT COUNTY,47111,R,01/01/2022,12/28/2023,Voluntary Non-profit - Church,543,198195,94389,168390,13234,23610,1820378445.02,811585644.2,2631964089.2200003,1217903960.84,1414060128.3800004,1289408687.01,124651441.37,124651441.37,175877213.45,6314182.09,0.0791,0.5942
703903,153846,RILEY LLC MEDICAL CENTER,6196 CARROLL SQUARE,HOGANSTAD,NC,24220,NORTH ARIEL COUNTY,22704,R,05/01/2022,04/28/2023,Government - Local,383,139795,78434,121495,11089,17177,612823066.44,508818104.63,1121641171.0700002,361306935.28,760334235.7900002,613557386.49,146776849.3,146776849.3,128906432.47,10541744.35,0.0967,0.3845
703904,852463,WALTER-WATTS MEDICAL CENTER,4810 YATES MILLS SUITE 982,SOUTH MIGUEL,FL,95788,PARSONSMOUTH COUNTY,42395,U,02/01/2022,01/28/2023,Proprietary - Individual,590,215350,85961,177636,12991,26847,611295820.78,590084820.99,1201380641.77,596212677.48,605167964.29,495183357.49,109984606.8,109984606.8,103046370.82,2783356.38,0.4111,0.526
703905,591095,ROBINSON-MASON MEDICAL CENTER,2619 TYLER JUNCTION SUITE 907,CARRSTAD,TN,00734,EAST LANCESHIRE COUNTY,26454,R,05/01/2022,04/28/2023,Proprietary - Corporation,420,153300,50092,93471,8575,16001,1169045383.19,1019613858.29,2188659241.48,1101198613.14,1087460628.34,913884649.4,173575978.94,173575978.94,72400844.23,1882265.66,0.3127,0.4046
703906,416015,"WILKINS, PADILLA AND VILLARREAL MEDICAL CENTER",00173 ORTEGA JUNCTION,NEW CINDY,VA,16750,NEW SHANNON COUNTY,36084,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,602,219730,50541,142036,11024,30981,1789561332.95,1041072529.43,2830633862.38,1149089838.11,1681544024.2700002,1405937238.61,275606785.66,275606785.66,70153547.6,7673432.58,0.0989,0.5452
703907,297317,KELLEY-LARSON MEDICAL CENTER,5916 MORGAN CLUB,WILLIAMSBURGH,TN,47640,DUNCANVIEW COUNTY,46122,R,05/01/2022,04/28/2023,Government - Local,482,175930,58956,113398,10715,20611,1077892258.32,1106275898.14,2184168156.46,882719259.63,1301448896.83,1022212096.85,279236799.98,279236799.98,88944460.08,10024925.34,0.3886,0.6736
703908,381617,RODRIGUEZ-MILLS MEDICAL CENTER,7535 KEVIN LIGHTS,HENRYMOUTH,MA,44095,BRIGGSBOROUGH COUNTY,10059,U,04/01/2022,03/28/2023,Proprietary - Corporation,545,198925,71469,121825,15922,27142,597643251.79,576816078.54,1174459330.33,606290305.18,568169025.15,482672752.47,85496272.68,85496272.68,191461752.52,5867610.32,0.3233,0.338
703909,517678,ROBERTS LTD MEDICAL CENTER,68908 LORI ROADS,PORT DONALDTON,MO,12897,PHILLIPSCHESTER COUNTY,48549,R,05/01/2022,04/28/2023,Proprietary - Individual,160,58400,15405,36716,2573,6133,535294253.78,250693025.44,785987279.22,410166124.26,375821154.96000004,322800883.24,53020271.72,53020271.72,22631471.57,0,0.4486,0.1869
703910,553245,"ELLIS, HUBBARD AND PARSONS MEDICAL CENTER",609 SAMUEL PRAIRIE,LAKE VIRGINIA,IN,88413,PORT SAMUELLAND COUNTY,20104,U,06/01/2022,05/28/2023,Voluntary Non-profit - Other,554,202210,110667,181001,20799,34018,2792460785.02,2366590897.53,5159051682.55,2106387240.07,3052664442.4800005,2755634263.68,297030178.8,297030178.8,209130768.0,25528201.44,0.3307,0.3427
703911,147163,SANTIAGO-SHIELDS MEDICAL CENTER,1137 BONILLA PORTS APT. 337,PHAMHAVEN,OH,28833,JASONHAVEN COUNTY,44219,R,06/01/2022,05/28/2023,Voluntary Non-profit - Church,325,118625,56218,91109,12039,19512,970618911.35,516538614.06,1487157525.41,688679345.27,798478180.1400001,657995321.77,140482858.37,140482858.37,85735948.99,2788788.45,0.3545,0.1875
703912,289555,JOHNSON INC MEDICAL CENTER,2638 JESSICA RUE SUITE 479,EAST NANCYTOWN,AL,62551,NORTH BETHBOROUGH COUNTY,22248,U,06/01/2022,05/28/2023,Government - Local,424,154760,47494,109079,7304,16777,1374873343.99,1180171057.33,2555044401.3199997,811505354.55,1743539046.7699997,1478493577.61,265045469.16,265045469.16,110827688.29,14481255.81,0.3246,0.368
703913,483313,OBRIEN-SHAW MEDICAL CENTER,723 ALLEN RIDGE,THOMPSONFURT,NC,43989,MICHAELTOWN COUNTY,21377,U,01/01/2022,12/28/2023,Voluntary Non-profit - Church,312,113880,33994,64364,5548,10505,193262943.66,185864968.37,379127912.03,135683535.94,243444376.08999997,232226704.39,11217671.7,11217671.7,78395359.29,11267766.04,0.2414,0.6406
